Date_Time,   npoints,   u_starr,   taur,   Hcr,   LE_wplr,   Evap,   Fc_wplr,  Fc_wpl_umol,   CO2_conc,  CO2_PPM,   CO2_sig_str,   H2O_conc,   H2O_sig_str,   Temp_amb,  Amb_Press,   wind_speed,   wind_dir_sonic,  obukhov,  zeta,  rou,  sigmaw_ustar,  Xmax,  XR90
TS,   Tot,   m/s,   Kg(m s^2),   W/m^2,   W/m^2,   L/m^2,   mg/(m^2 s),  umol/(m^2 s),   mg/m^3,  PPM,   arb,   g/m^3,   arb,   C,  kPa,   m/s,   deg,   m,   arb,   m,  arb,   m,  m,  
18/01/02 15:00 15:30,  18000.0,   0.357094,   -0.156739,   8.857716,   76.429449,   0.054801,   -0.007635,   -0.173495,   741.558566,   397.047140,   0.958995,   2.788309,   0.947235,   2.321727,   97.336949,   7.040922,   83.860196,   -299.547184,   -0.006677,   0.000188,   2.911193,   60.478725,   120.957451,  
18/01/02 15:30 16:00,  17999.0,   0.365611,   -0.164265,   -1.728791,   58.007414,   0.041712,   -0.000624,   -0.014184,   741.406049,   397.060621,   0.959000,   2.853742,   0.947796,   2.339923,   97.306342,   4.844608,   77.304109,   -2694.530688,   -0.000742,   0.000197,   3.493013,   51.097564,   102.195128,  
18/01/02 16:00 16:30,  18000.0,   0.298579,   -0.109581,   -5.391896,   52.583534,   0.037863,   0.005449,   0.123823,   742.402239,   397.493126,   0.959008,   2.852926,   0.947999,   2.173979,   97.265324,   4.313158,   84.322328,   963.626650,   0.002075,   0.000132,   3.500608,   62.014098,   124.028196,  
18/01/02 16:30 17:00,  18000.0,   0.241304,   -0.071549,   3.418297,   43.593106,   0.031274,   -0.006218,   -0.141287,   742.226434,   397.535061,   0.959000,   2.795549,   0.947999,   2.151511,   97.233392,   4.753449,   90.401446,   -206.752439,   -0.009673,   0.000086,   4.359582,   63.821207,   127.642415,  
18/01/02 17:00 17:30,  18000.0,   0.287446,   -0.101429,   4.488103,   39.587697,   0.028382,   0.000064,   0.001455,   741.537961,   397.550293,   0.959509,   2.849049,   0.948369,   2.466019,   97.213821,   3.351026,   75.710517,   -305.727916,   -0.006542,   0.000122,   4.609833,   51.608688,   103.217377,  
18/01/02 17:30 18:00,  18000.0,   0.257061,   -0.081143,   -2.433876,   33.030591,   0.023769,   -0.008942,   -0.203183,   742.596950,   397.993993,   0.960243,   2.949407,   0.949382,   2.475343,   97.192332,   2.306584,   68.415284,   2660.674384,   0.000752,   0.000098,   5.016483,   53.691441,   107.382882,  
18/01/02 18:00 18:30,  17999.0,   0.295322,   -0.107090,   4.757938,   32.553586,   0.023315,   -0.013512,   -0.307028,   743.301822,   398.397792,   0.959663,   2.917042,   0.948728,   2.286093,   97.172726,   1.921019,   83.976924,   -338.040709,   -0.005916,   0.000129,   2.789670,   75.152511,   150.305022,  
18/01/02 18:30 19:00,  18000.0,   0.233866,   -0.067201,   -2.091451,   36.469302,   0.026234,   -0.006901,   -0.156811,   740.950035,   396.881097,   0.959549,   2.687928,   0.948549,   1.914074,   97.149879,   3.483687,   113.228286,   62592.068037,   0.000032,   0.000081,   3.611229,   76.453611,   152.907222,  
18/01/02 19:00 19:30,  18000.0,   0.262807,   -0.084785,   -8.041517,   57.030141,   0.041103,   -0.002991,   -0.067962,   742.076170,   397.854201,   0.959570,   2.435271,   0.948278,   2.172113,   97.117077,   5.152771,   103.652522,   328.318417,   0.006092,   0.000102,   3.832917,   65.192848,   130.385695,  
18/01/02 19:30 20:00,  18000.0,   0.268202,   -0.088317,   -3.557555,   70.018613,   0.050384,   -0.004968,   -0.112874,   740.409767,   396.897916,   0.959012,   2.292019,   0.948000,   1.837555,   97.085347,   6.157125,   115.875218,   -3926.272871,   -0.000509,   0.000106,   4.443092,   56.808400,   113.616801,  
18/01/02 20:00 20:30,  17999.0,   0.275163,   -0.092983,   -4.527171,   79.396784,   0.057129,   -0.001556,   -0.035361,   739.996551,   396.582143,   0.959014,   2.297766,   0.948000,   1.692907,   97.053213,   6.459217,   117.946130,   156330.150369,   0.000013,   0.000112,   4.361685,   56.255004,   112.510009,  
18/01/02 20:30 21:00,  18000.0,   0.288324,   -0.102144,   -15.042183,   66.405685,   0.047906,   0.003203,   0.072775,   740.107219,   396.435921,   0.959020,   2.198085,   0.948000,   1.463251,   97.012447,   6.062678,   129.260048,   184.202165,   0.010858,   0.000123,   3.985480,   57.811484,   115.622968,  
18/01/02 21:00 21:30,  18000.0,   0.327697,   -0.131953,   -16.262915,   75.104426,   0.054163,   0.003373,   0.076652,   740.042505,   396.382840,   0.959197,   2.061351,   0.948029,   1.327397,   96.960170,   6.337831,   133.427844,   253.901912,   0.007877,   0.000159,   3.432712,   57.593474,   115.186947,  
18/01/02 21:30 22:00,  18000.0,   0.307644,   -0.116152,   -24.516907,   77.938645,   0.056296,   0.011975,   0.272105,   739.252448,   396.458677,   0.959150,   1.962256,   0.948010,   1.505665,   96.910772,   6.408587,   129.919892,   125.408328,   0.015948,   0.000140,   3.920382,   55.035595,   110.071190,  
18/01/02 22:00 22:30,  17999.0,   0.326158,   -0.130493,   -18.551521,   72.986044,   0.052671,   0.010600,   0.240866,   739.019757,   396.521723,   0.959074,   1.863966,   0.948000,   1.540517,   96.869678,   6.562464,   133.502897,   208.301034,   0.009601,   0.000157,   3.677726,   54.750783,   109.501565,  
18/01/02 22:30 23:00,  18000.0,   0.285037,   -0.099727,   -14.756233,   64.854237,   0.046774,   -0.000805,   -0.018301,   739.807293,   396.685088,   0.959000,   1.874627,   0.948000,   1.306980,   96.834933,   5.747424,   135.170546,   180.834309,   0.011060,   0.000120,   4.354824,   54.451052,   108.902103,  
18/01/02 23:00 23:30,  18000.0,   0.361660,   -0.161155,   -12.327468,   74.536110,   0.053649,   0.003557,   0.080834,   741.759887,   396.235505,   0.959000,   2.138581,   0.947982,   0.081346,   96.788284,   5.696820,   164.659120,   503.298845,   0.003974,   0.000193,   2.782272,   61.944668,   123.889337,  
18/01/02 23:30 24:00,  17999.0,   0.394499,   -0.191807,   -9.297645,   78.363027,   0.056351,   0.000916,   0.020803,   741.041445,   395.735261,   0.959000,   2.076305,   0.947999,   -0.126005,   96.732534,   6.757208,   164.440812,   1086.835392,   0.001840,   0.000230,   2.514659,   61.743661,   123.487322,  
18/01/03 0:00 0:30,  18000.0,   0.417166,   -0.214550,   -6.780889,   82.250440,   0.059102,   0.002474,   0.056217,   741.618772,   395.917961,   0.959000,   2.034888,   0.947987,   -0.393823,   96.675244,   7.052727,   165.968252,   2917.342384,   0.000686,   0.000257,   2.390890,   60.895543,   121.791087,  
18/01/03 0:30 1:00,  18000.0,   0.381131,   -0.179587,   -0.600273,   65.386180,   0.046880,   -0.000787,   -0.017880,   743.277880,   395.688192,   0.959000,   2.265723,   0.947907,   -1.269617,   96.640943,   6.269842,   141.257818,   -1556.868213,   -0.001285,   0.000215,   2.600077,   62.157597,   124.315195,  
18/01/03 1:00 1:30,  18000.0,   0.513674,   -0.326478,   5.330726,   92.356832,   0.066144,   0.003774,   0.085749,   743.431325,   395.455140,   0.959000,   2.058493,   0.947611,   -1.540034,   96.582596,   8.513717,   142.582344,   -1112.908699,   -0.001797,   0.000390,   1.923281,   59.176008,   118.352016,  
18/01/03 1:30 2:00,  17999.0,   0.528320,   -0.345638,   15.887106,   102.987082,   0.073649,   -0.002912,   -0.066169,   743.774015,   395.324093,   0.959000,   1.915637,   0.947309,   -1.862360,   96.528044,   8.880902,   146.294453,   -587.085353,   -0.003407,   0.000412,   1.866716,   58.962745,   117.925491,  
18/01/03 2:00 2:30,  18000.0,   0.563670,   -0.393044,   1.013589,   111.935914,   0.080231,   0.005860,   0.133152,   743.445729,   395.547589,   0.958999,   1.854737,   0.947199,   -1.731656,   96.472689,   9.123364,   145.768856,   -2119.763386,   -0.000944,   0.000469,   1.682220,   60.143185,   120.286371,  
18/01/03 2:30 3:00,  18000.0,   0.575072,   -0.409545,   6.990454,   108.934491,   0.077988,   0.007272,   0.165239,   743.739450,   395.280225,   0.959000,   1.860543,   0.947561,   -2.254792,   96.422927,   9.164678,   148.467852,   -1252.260765,   -0.001597,   0.000488,   1.615826,   60.904117,   121.808234,  
18/01/03 3:00 3:30,  18000.0,   0.612852,   -0.465161,   10.898874,   110.211195,   0.078863,   0.012059,   0.274008,   743.581603,   395.166505,   0.959000,   1.777944,   0.947515,   -2.424578,   96.359954,   9.912690,   152.566423,   -1161.430893,   -0.001722,   0.000555,   1.572829,   58.462490,   116.924980,  
18/01/03 3:30 4:00,  17999.0,   0.646272,   -0.516940,   22.012908,   124.107552,   0.088735,   0.012591,   0.286095,   743.149389,   395.195480,   0.958994,   1.705522,   0.947280,   -2.265232,   96.310201,   10.058499,   158.717976,   -801.918837,   -0.002494,   0.000617,   1.457163,   58.982503,   117.965006,  
18/01/03 4:00 4:30,  18000.0,   0.613008,   -0.465072,   19.608377,   114.154397,   0.081618,   0.005859,   0.133121,   744.022634,   395.680755,   0.958986,   1.689991,   0.947075,   -2.396032,   96.260977,   10.110482,   160.245963,   -762.062720,   -0.002624,   0.000555,   1.601299,   57.615014,   115.230029,  
18/01/03 4:30 5:00,  18000.0,   0.589984,   -0.430313,   18.545576,   110.071160,   0.078704,   -0.001853,   -0.042113,   742.389975,   395.251840,   0.959000,   1.736701,   0.947512,   -2.299115,   96.211406,   9.324651,   161.700041,   -714.440792,   -0.002799,   0.000514,   1.628901,   59.011149,   118.022299,  
18/01/03 5:00 5:30,  18000.0,   0.570296,   -0.401116,   19.294521,   120.049650,   0.085855,   -0.004422,   -0.100477,   741.677111,   395.809560,   0.959000,   1.872358,   0.947300,   -1.778987,   96.151812,   8.837387,   158.084171,   -612.170686,   -0.003267,   0.000480,   1.648120,   60.439979,   120.879959,  
18/01/03 5:30 6:00,  17999.0,   0.523694,   -0.337775,   16.267257,   101.884255,   0.072862,   -0.004059,   -0.092237,   741.319736,   396.159845,   0.959000,   1.967327,   0.947156,   -1.564277,   96.098980,   8.770973,   155.839178,   -560.852598,   -0.003566,   0.000405,   1.873415,   59.302082,   118.604165,  
18/01/03 6:00 6:30,  18000.0,   0.485344,   -0.289509,   10.949032,   97.455704,   0.069755,   -0.002983,   -0.067792,   739.680767,   396.110567,   0.959000,   2.071646,   0.947432,   -1.176519,   96.051676,   8.066229,   154.667407,   -597.296464,   -0.003348,   0.000348,   1.980844,   61.088624,   122.177248,  
18/01/03 6:30 7:00,  18000.0,   0.513322,   -0.323165,   9.002926,   114.653078,   0.082155,   -0.009412,   -0.213869,   738.814378,   396.485482,   0.959000,   1.987403,   0.947179,   -0.706765,   96.006236,   8.359287,   151.954736,   -750.560107,   -0.002665,   0.000389,   1.803702,   62.336070,   124.672140,  
18/01/03 7:00 7:30,  17999.0,   0.513121,   -0.322762,   14.839326,   120.522428,   0.086293,   -0.011320,   -0.257212,   738.678954,   396.595899,   0.959000,   2.034628,   0.947076,   -0.724436,   95.958632,   8.367041,   153.424857,   -535.536091,   -0.003735,   0.000389,   1.805979,   62.297013,   124.594025,  
18/01/03 7:30 8:00,  18000.0,   0.479050,   -0.280924,   13.612110,   109.001282,   0.078067,   -0.009561,   -0.217239,   737.619517,   396.589311,   0.959000,   1.998738,   0.947121,   -0.482404,   95.909398,   7.919670,   155.246490,   -476.740080,   -0.004195,   0.000339,   1.888746,   64.273513,   128.547025,  
18/01/03 8:00 8:30,  18000.0,   0.460707,   -0.259250,   7.410411,   112.724295,   0.080845,   -0.010366,   -0.235549,   736.291180,   396.750806,   0.959000,   1.962698,   0.947188,   -0.011505,   95.860774,   7.428280,   156.110419,   -607.925005,   -0.003290,   0.000313,   2.009383,   63.540066,   127.080131,  
18/01/03 8:30 9:00,  18000.0,   0.440967,   -0.237257,   8.676170,   107.289823,   0.076921,   -0.011767,   -0.267384,   735.639924,   396.817417,   0.958948,   2.092734,   0.947002,   0.138390,   95.814046,   7.086226,   160.726902,   -498.014336,   -0.004016,   0.000287,   2.102191,   63.954828,   127.909656,  
18/01/03 9:00 9:30,  17999.0,   0.390139,   -0.185412,   2.414511,   95.108609,   0.068275,   -0.009136,   -0.207593,   734.486259,   396.843054,   0.958825,   2.044499,   0.947000,   0.492766,   95.780050,   6.526337,   161.810812,   -651.952883,   -0.003068,   0.000225,   2.360648,   65.649263,   131.298526,  
18/01/03 9:30 10:00,  18000.0,   0.350885,   -0.149716,   -1.893296,   90.463035,   0.065012,   -0.007470,   -0.169743,   733.532241,   397.022605,   0.958561,   1.990959,   0.947000,   0.899630,   95.740457,   5.668707,   166.305281,   -1144.466311,   -0.001748,   0.000182,   2.645688,   66.403467,   132.806934,  
18/01/03 10:00 10:30,  18000.0,   0.327707,   -0.130426,   -4.706331,   82.411457,   0.059268,   -0.005417,   -0.123086,   732.619640,   397.026083,   0.958065,   2.061838,   0.947000,   1.114355,   95.708280,   5.363984,   162.398865,   79771.613296,   0.000025,   0.000159,   2.846800,   66.893684,   133.787369,  
18/01/03 10:30 11:00,  18000.0,   0.266840,   -0.086375,   -4.938687,   77.954426,   0.056089,   -0.011869,   -0.269684,   732.229463,   397.283271,   0.958000,   1.927920,   0.946739,   1.453670,   95.688660,   4.565927,   151.759987,   3144.686496,   0.000636,   0.000105,   3.511175,   68.915839,   137.831679,  
18/01/03 11:00 11:30,  17999.0,   0.143822,   -0.025084,   -3.166709,   50.860628,   0.036601,   -0.008307,   -0.188745,   732.435449,   397.530907,   0.958000,   1.774209,   0.946048,   1.560046,   95.667331,   3.176274,   136.675473,   907.080543,   0.002205,   0.000031,   10.968347,   49.890146,   99.780291,  
18/01/03 11:30 12:00,  18000.0,   0.300986,   -0.109577,   133.371571,   32.205851,   0.021710,   -0.121852,   -2.768768,   731.070935,   397.802916,   0.957989,   2.027537,   0.946435,   2.278014,   95.650649,   1.597394,   -25.420921,   -17.220164,   -0.116143,   0.000134,   3.512930,   61.364150,   122.728300,  
18/01/03 12:00 12:30,  18000.0,   0.249770,   -0.075425,   163.730172,   56.424516,   0.038871,   -0.103494,   -2.351628,   731.039923,   397.965520,   0.957922,   1.950507,   0.946569,   2.279056,   95.628614,   2.269406,   309.171222,   -7.967777,   -0.251011,   0.000092,   4.693373,   58.210709,   116.421417,  
18/01/03 12:30 13:00,  18000.0,   0.215843,   -0.056219,   174.165429,   40.538815,   0.027430,   -0.098085,   -2.228720,   730.041459,   398.179871,   0.959697,   1.866307,   0.949157,   2.816303,   95.613379,   1.996238,   -31.174397,   -4.863321,   -0.411242,   0.000069,   6.300741,   52.876463,   105.752926,  
18/01/03 13:00 13:30,  18000.0,   0.239843,   -0.069411,   190.766805,   47.539310,   0.032433,   -0.109067,   -2.478269,   729.980362,   398.181475,   0.959628,   1.742943,   0.949177,   2.716311,   95.594210,   2.319338,   -42.798158,   -6.084931,   -0.328681,   0.000085,   5.138849,   56.279623,   112.559246,  
18/01/03 13:30 14:00,  17999.0,   0.200080,   -0.048250,   129.486375,   58.015125,   0.040528,   -0.076345,   -1.734745,   729.156188,   398.174625,   0.958568,   1.780557,   0.947566,   3.077223,   95.563837,   1.592952,   296.557700,   -5.144874,   -0.388736,   0.000059,   6.362915,   56.393973,   112.787946,  
18/01/03 14:00 14:30,  18000.0,   0.267416,   -0.086045,   167.677748,   43.807173,   0.029819,   -0.102801,   -2.335889,   728.102127,   398.273133,   0.958982,   1.914610,   0.948009,   3.469272,   95.547704,   2.308575,   -28.511466,   -9.584243,   -0.208676,   0.000106,   4.316346,   58.302872,   116.605744,  
18/01/03 14:30 15:00,  18000.0,   0.237488,   -0.067794,   181.481455,   46.020184,   0.031151,   -0.089052,   -2.023467,   727.359152,   398.267073,   0.959663,   2.037411,   0.948598,   3.543393,   95.531096,   2.052731,   -28.989794,   -6.204328,   -0.322356,   0.000083,   4.998831,   58.082668,   116.165336,  
18/01/03 15:00 15:30,  18000.0,   0.329441,   -0.130524,   80.961512,   29.797178,   0.020549,   -0.072057,   -1.637314,   727.358629,   398.059047,   0.959746,   2.075595,   0.948672,   3.450782,   95.519619,   0.951579,   -14.731375,   -36.884274,   -0.054224,   0.000160,   2.278651,   79.527430,   159.054860,  
18/01/03 15:30 16:00,  18000.0,   0.139773,   -0.023471,   55.552247,   35.469725,   0.024875,   -0.027244,   -0.619048,   726.646718,   398.083340,   0.959833,   2.221292,   0.948846,   3.781082,   95.516775,   0.843064,   38.666993,   -4.043355,   -0.494639,   0.000029,   13.288151,   43.961321,   87.922642,  
18/01/03 16:00 16:30,  17999.0,   0.294771,   -0.104586,   5.421534,   40.197965,   0.028848,   -0.014496,   -0.329391,   727.252026,   397.649279,   0.959118,   2.479266,   0.948099,   3.118680,   95.549431,   2.838280,   86.966998,   -283.026634,   -0.007066,   0.000128,   3.500271,   62.789206,   125.578412,  
18/01/03 16:30 17:00,  18000.0,   0.289155,   -0.100566,   -2.152492,   41.988423,   0.030209,   0.009139,   0.207663,   724.552436,   396.429235,   0.959000,   3.509787,   0.947995,   3.052286,   95.552339,   6.386663,   118.497223,   -8404.091132,   -0.000238,   0.000123,   5.001272,   48.076476,   96.152952,  
18/01/03 17:00 17:30,  17996.0,   0.292595,   -0.102849,   -8.522108,   39.576745,   0.028606,   0.014230,   0.323348,   722.840459,   395.959809,   0.959010,   3.778748,   0.947968,   3.289323,   95.551545,   6.779750,   116.361372,   228.060101,   0.008770,   0.000126,   4.193317,   54.728489,   109.456977,  
18/01/03 17:30 18:00,  18000.0,   0.330563,   -0.130989,   -23.806999,   47.211407,   0.034419,   0.012934,   0.293882,   721.413521,   396.033943,   0.959001,   3.743373,   0.948000,   3.949334,   95.555909,   7.499755,   110.558230,   146.082984,   0.013691,   0.000161,   3.364743,   58.032920,   116.065840,  
18/01/03 18:00 18:30,  17999.0,   0.391163,   -0.183596,   -19.165340,   44.059128,   0.032063,   0.021000,   0.477169,   721.991290,   395.962066,   0.959000,   3.914875,   0.947929,   3.727471,   95.578250,   9.021199,   104.988790,   306.976452,   0.006515,   0.000226,   2.918904,   55.255503,   110.511005,  
18/01/03 18:30 19:00,  18000.0,   0.465338,   -0.260662,   -11.723408,   38.279437,   0.027741,   0.029771,   0.676467,   723.587043,   395.558137,   0.958985,   4.224190,   0.947635,   2.961187,   95.634225,   10.177673,   104.035654,   902.190648,   0.002217,   0.000320,   2.333855,   55.822166,   111.644331,  
18/01/03 19:00 19:30,  17997.0,   0.453844,   -0.248464,   -13.255372,   38.729859,   0.028091,   0.032015,   0.727466,   724.218288,   395.073448,   0.958997,   4.294726,   0.947680,   2.508454,   95.694260,   9.831247,   105.658549,   723.096342,   0.002766,   0.000304,   2.397349,   55.983538,   111.967076,  
18/01/03 19:30 20:00,  17920.0,   0.486758,   -0.286693,   -0.083767,   30.934988,   0.022180,   -0.022889,   -0.520094,   726.899946,   395.310966,   0.954433,   4.381147,   0.943558,   1.873255,   95.781098,   10.109140,   100.975285,   -5896.919746,   -0.000339,   0.000350,   2.250982,   54.993419,   109.986838,  
18/01/03 20:00 20:30,  17651.0,   0.406294,   -0.200150,   -0.340043,   -4.631150,   -0.003302,   0.013759,   0.312637,   734.775893,   398.738760,   0.885590,   5.826433,   0.894731,   1.429595,   95.852230,   8.166373,   91.763579,   1313.260804,   0.001523,   0.000244,   2.771289,   55.516228,   111.032456,  
18/01/03 20:30 21:00,  17890.0,   0.273348,   -0.090617,   1.875640,   12.431536,   0.008829,   0.024757,   0.562536,   773.010380,   419.381741,   0.824337,   5.983883,   0.832917,   1.293448,   95.891775,   6.653620,   103.268813,   -4668.225526,   -0.000428,   0.000110,   4.381160,   56.412025,   112.824050,  
18/01/03 21:00 21:30,  14949.0,   0.358284,   -0.155384,   -25.309539,   -17.962442,   -0.012047,   -1.051630,   -23.895513,   805.408423,   437.800562,   0.777261,   5.937795,   0.785609,   1.363337,   95.916612,   7.406312,   111.395498,   91.970615,   0.021746,   0.000190,   3.132141,   56.857780,   113.715561,  
18/01/03 21:30 22:00,  12523.0,   0.250183,   -0.075719,   4.858766,   12.241084,   0.008601,   -0.352135,   -8.001351,   815.255700,   443.407465,   0.753482,   6.067764,   0.762577,   1.220280,   95.942635,   7.545119,   107.194662,   540.799912,   0.003698,   0.000092,   5.804744,   49.031718,   98.063437,  
18/01/03 22:00 22:30,  18000.0,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN,   0.627463,    NaN,   0.634270,   1.836189,   95.937650,    NaN,   137.000000,    NaN,    NaN,   0.000000,    NaN,    NaN,    NaN,   
18/01/03 22:30 23:00,   9123.0,   0.396497,   -0.190048,   -23.823694,   51.428114,   0.037493,   0.067599,   1.536015,   754.331698,   410.599530,   0.691423,   4.898835,   0.699013,   2.673589,   95.954024,   8.326212,   96.409961,   255.684119,   0.007822,   0.000232,   2.795159,   56.457661,   112.915323,  
