"Plot Title: PARVATI"
"#","Date Time, GMT+02:00","Abs Pres, kPa (LGR S/N: 20183676, SEN S/N: 20183676, LBL: PRES)","Temp, °C (LGR S/N: 20183676, SEN S/N: 20183676, LBL: TMP)","Water Level, meters (LGR S/N: 20183676)","Coupler Detached (LGR S/N: 20183676)","Coupler Attached (LGR S/N: 20183676)","Host Connected (LGR S/N: 20183676)","Stopped (LGR S/N: 20183676)","End Of File (LGR S/N: 20183676)"
1679,01.11.18 klo 06.40.00 ap.,99.217,4.934,100.251,,,,,
1680,01.11.18 klo 06.50.00 ap.,99.229,5.037,100.252,,,,,
1681,01.11.18 klo 07.00.00 ap.,99.220,5.037,100.251,,,,,
1682,01.11.18 klo 07.10.00 ap.,99.232,5.141,100.252,,,,,
1683,01.11.18 klo 07.20.00 ap.,99.216,5.244,100.251,,,,,
1684,01.11.18 klo 07.30.00 ap.,99.285,5.347,100.258,,,,,
1685,01.11.18 klo 07.40.00 ap.,99.222,5.450,100.251,,,,,
1686,01.11.18 klo 07.50.00 ap.,99.229,5.347,100.252,,,,,
1687,01.11.18 klo 08.00.00 ap.,99.263,5.244,100.255,,,,,
1688,01.11.18 klo 08.10.00 ap.,99.254,5.244,100.255,,,,,
1689,01.11.18 klo 08.20.00 ap.,99.273,5.244,100.256,,,,,
1690,01.11.18 klo 08.30.00 ap.,99.245,5.244,100.254,,,,,
1691,01.11.18 klo 08.40.00 ap.,99.282,5.244,100.257,,,,,
1692,01.11.18 klo 08.50.00 ap.,99.304,5.347,100.260,,,,,
1693,01.11.18 klo 09.00.00 ap.,99.326,5.450,100.262,,,,,
1694,01.11.18 klo 09.10.00 ap.,99.307,5.450,100.260,,,,,
1695,01.11.18 klo 09.20.00 ap.,99.316,5.450,100.261,,,,,
1696,01.11.18 klo 09.30.00 ap.,99.282,5.552,100.258,,,,,
1697,01.11.18 klo 09.40.00 ap.,99.329,5.552,100.262,,,,,
1698,01.11.18 klo 09.50.00 ap.,99.329,5.552,100.262,,,,,
1699,01.11.18 klo 10.00.00 ap.,99.300,5.552,100.259,,,,,
1700,01.11.18 klo 10.10.00 ap.,99.313,5.655,100.261,,,,,
1701,01.11.18 klo 10.20.00 ap.,99.379,5.655,100.267,,,,,
1702,01.11.18 klo 10.30.00 ap.,99.382,5.757,100.268,,,,,
1703,01.11.18 klo 10.40.00 ap.,99.372,5.757,100.267,,,,,
1704,01.11.18 klo 10.50.00 ap.,99.394,5.860,100.269,,,,,
1705,01.11.18 klo 11.00.00 ap.,99.375,5.860,100.267,,,,,
1706,01.11.18 klo 11.10.00 ap.,99.369,5.962,100.267,,,,,
1707,01.11.18 klo 11.20.00 ap.,99.372,6.064,100.267,,,,,
1708,01.11.18 klo 11.30.00 ap.,99.362,6.064,100.266,,,,,
1709,01.11.18 klo 11.40.00 ap.,99.403,6.166,100.270,,,,,
1710,01.11.18 klo 11.50.00 ap.,99.377,6.268,100.268,,,,,
1711,01.11.18 klo 12.00.00 ip.,99.408,6.370,100.271,,,,,
1712,01.11.18 klo 12.10.00 ip.,99.380,6.370,100.268,,,,,
1713,01.11.18 klo 12.20.00 ip.,99.383,6.471,100.268,,,,,
1714,01.11.18 klo 12.30.00 ip.,99.424,6.573,100.272,,,,,
1715,01.11.18 klo 12.40.00 ip.,99.445,6.674,100.275,,,,,
1716,01.11.18 klo 12.50.00 ip.,99.455,6.674,100.276,,,,,
1717,01.11.18 klo 01.00.00 ip.,99.392,6.775,100.269,,,,,
1718,01.11.18 klo 01.10.00 ip.,99.413,6.877,100.272,,,,,
1719,01.11.18 klo 01.20.00 ip.,99.442,6.877,100.275,,,,,
1720,01.11.18 klo 01.30.00 ip.,99.426,6.978,100.273,,,,,
1721,01.11.18 klo 01.40.00 ip.,99.426,6.978,100.273,,,,,
1722,01.11.18 klo 01.50.00 ip.,99.473,6.978,100.278,,,,,
1723,01.11.18 klo 02.00.00 ip.,99.438,7.079,100.274,,,,,
1724,01.11.18 klo 02.10.00 ip.,99.438,7.079,100.274,,,,,
1725,01.11.18 klo 02.20.00 ip.,99.460,7.179,100.277,,,,,
1726,01.11.18 klo 02.30.00 ip.,99.441,7.179,100.275,,,,,
1727,01.11.18 klo 02.40.00 ip.,99.450,7.179,100.276,,,,,
1728,01.11.18 klo 02.50.00 ip.,99.463,7.280,100.277,,,,,
1729,01.11.18 klo 03.00.00 ip.,99.453,7.280,100.276,,,,,
1730,01.11.18 klo 03.10.00 ip.,99.447,7.381,100.275,,,,,
1731,01.11.18 klo 03.20.00 ip.,99.469,7.481,100.278,,,,,
1732,01.11.18 klo 03.30.00 ip.,99.440,7.481,100.275,,,,,
1733,01.11.18 klo 03.40.00 ip.,99.434,7.582,100.274,,,,,
1734,01.11.18 klo 03.50.00 ip.,99.396,7.582,100.270,,,,,
1735,01.11.18 klo 04.00.00 ip.,99.437,7.682,100.275,,,,,
1736,01.11.18 klo 04.10.00 ip.,99.446,7.682,100.275,,,,,
1737,01.11.18 klo 04.20.00 ip.,99.455,7.682,100.276,,,,,
1738,01.11.18 klo 04.30.00 ip.,99.449,7.782,100.276,,,,,
1739,01.11.18 klo 04.40.00 ip.,99.439,7.782,100.275,,,,,
1740,01.11.18 klo 04.50.00 ip.,99.449,7.782,100.276,,,,,
1741,01.11.18 klo 05.00.00 ip.,99.449,7.782,100.276,,,,,
1742,01.11.18 klo 05.10.00 ip.,99.433,7.882,100.274,,,,,
1743,01.11.18 klo 05.20.00 ip.,99.464,7.983,100.277,,,,,
1744,01.11.18 klo 05.30.00 ip.,99.448,8.082,100.276,,,,,
1745,01.11.18 klo 05.40.00 ip.,99.448,8.082,100.276,,,,,
1746,01.11.18 klo 05.50.00 ip.,99.442,8.182,100.275,,,,,
1747,01.11.18 klo 06.00.00 ip.,99.460,8.182,100.277,,,,,
1748,01.11.18 klo 06.10.00 ip.,99.444,8.282,100.276,,,,,
1749,01.11.18 klo 06.20.00 ip.,99.454,8.282,100.277,,,,,
1750,01.11.18 klo 06.30.00 ip.,99.454,8.282,100.277,,,,,
1751,01.11.18 klo 06.40.00 ip.,99.435,8.282,100.275,,,,,
1752,01.11.18 klo 06.50.00 ip.,99.454,8.282,100.277,,,,,
1753,01.11.18 klo 07.00.00 ip.,99.423,8.182,100.273,,,,,
1754,01.11.18 klo 07.10.00 ip.,99.467,8.082,100.278,,,,,
1755,01.11.18 klo 07.20.00 ip.,99.439,8.082,100.275,,,,,
1756,01.11.18 klo 07.30.00 ip.,99.445,7.983,100.276,,,,,
1757,01.11.18 klo 07.40.00 ip.,99.407,7.983,100.272,,,,,
1758,01.11.18 klo 07.50.00 ip.,99.442,7.882,100.275,,,,,
1759,01.11.18 klo 08.00.00 ip.,99.411,7.782,100.272,,,,,
1760,01.11.18 klo 08.10.00 ip.,99.418,7.682,100.273,,,,,
1761,01.11.18 klo 08.20.00 ip.,99.434,7.582,100.274,,,,,
1762,01.11.18 klo 08.30.00 ip.,99.412,7.481,100.272,,,,,
1763,01.11.18 klo 08.40.00 ip.,99.406,7.280,100.271,,,,,
1764,01.11.18 klo 08.50.00 ip.,99.403,7.179,100.271,,,,,
1765,01.11.18 klo 09.00.00 ip.,99.400,7.079,100.270,,,,,
1766,01.11.18 klo 09.10.00 ip.,99.432,6.877,100.273,,,,,
1767,01.11.18 klo 09.20.00 ip.,99.411,6.775,100.271,,,,,
1768,01.11.18 klo 09.30.00 ip.,99.398,6.674,100.270,,,,,
1769,01.11.18 klo 09.40.00 ip.,99.443,6.573,100.274,,,,,
1770,01.11.18 klo 09.50.00 ip.,99.399,6.370,100.270,,,,,
1771,01.11.18 klo 10.00.00 ip.,99.415,6.268,100.271,,,,,
1772,01.11.18 klo 10.10.00 ip.,99.431,6.166,100.273,,,,,
1773,01.11.18 klo 10.20.00 ip.,99.400,6.064,100.270,,,,,
1774,01.11.18 klo 10.30.00 ip.,99.406,5.962,100.270,,,,,
1775,01.11.18 klo 10.40.00 ip.,99.410,5.757,100.271,,,,,
1776,01.11.18 klo 10.50.00 ip.,99.407,5.655,100.270,,,,,
1777,01.11.18 klo 11.00.00 ip.,99.395,5.552,100.269,,,,,
1778,01.11.18 klo 11.10.00 ip.,99.430,5.450,100.273,,,,,
1779,01.11.18 klo 11.20.00 ip.,99.411,5.450,100.271,,,,,
1780,01.11.18 klo 11.30.00 ip.,99.427,5.347,100.272,,,,,
1781,01.11.18 klo 11.40.00 ip.,99.433,5.244,100.273,,,,,
1782,01.11.18 klo 11.50.00 ip.,99.440,5.141,100.273,,,,,
1783,01.12.18 klo 12.00.00 ap.,99.437,5.037,100.273,,,,,
1784,01.12.18 klo 12.10.00 ap.,99.428,5.037,100.272,,,,,
1785,01.12.18 klo 12.20.00 ap.,99.437,5.037,100.273,,,,,
1786,01.12.18 klo 12.30.00 ap.,99.437,5.037,100.273,,,,,
1787,01.12.18 klo 12.40.00 ap.,99.440,5.141,100.273,,,,,
1788,01.12.18 klo 12.50.00 ap.,99.443,5.244,100.274,,,,,
1789,01.12.18 klo 01.00.00 ap.,99.452,5.244,100.275,,,,,
1790,01.12.18 klo 01.10.00 ap.,99.455,5.347,100.275,,,,,
1791,01.12.18 klo 01.20.00 ap.,99.465,5.347,100.276,,,,,
1792,01.12.18 klo 01.30.00 ap.,99.455,5.347,100.275,,,,,
1793,01.12.18 klo 01.40.00 ap.,99.452,5.244,100.275,,,,,
1794,01.12.18 klo 01.50.00 ap.,99.440,5.141,100.273,,,,,
1795,01.12.18 klo 02.00.00 ap.,99.440,5.141,100.273,,,,,
1796,01.12.18 klo 02.10.00 ap.,99.440,5.141,100.273,,,,,
1797,01.12.18 klo 02.20.00 ap.,99.430,5.141,100.272,,,,,
1798,01.12.18 klo 02.30.00 ap.,99.440,5.141,100.273,,,,,
1799,01.12.18 klo 02.40.00 ap.,99.437,5.037,100.273,,,,,
1800,01.12.18 klo 02.50.00 ap.,99.437,5.037,100.273,,,,,
1801,01.12.18 klo 03.00.00 ap.,99.415,4.934,100.271,,,,,
1802,01.12.18 klo 03.10.00 ap.,99.431,4.831,100.272,,,,,
1803,01.12.18 klo 03.20.00 ap.,99.422,4.831,100.272,,,,,
1804,01.12.18 klo 03.30.00 ap.,99.412,4.831,100.271,,,,,
1805,01.12.18 klo 03.40.00 ap.,99.412,4.831,100.271,,,,,
1806,01.12.18 klo 03.50.00 ap.,99.384,4.831,100.268,,,,,
1807,01.12.18 klo 04.00.00 ap.,99.381,4.727,100.267,,,,,
1808,01.12.18 klo 04.10.00 ap.,99.362,4.727,100.265,,,,,
1809,01.12.18 klo 04.20.00 ap.,99.391,4.727,100.268,,,,,
1810,01.12.18 klo 04.30.00 ap.,99.369,4.623,100.266,,,,,
1811,01.12.18 klo 04.40.00 ap.,99.394,4.519,100.269,,,,,
1812,01.12.18 klo 04.50.00 ap.,99.366,4.519,100.266,,,,,
1813,01.12.18 klo 05.00.00 ap.,99.363,4.415,100.265,,,,,
1814,01.12.18 klo 05.10.00 ap.,99.351,4.311,100.264,,,,,
1815,01.12.18 klo 05.20.00 ap.,99.363,4.415,100.265,,,,,
1816,01.12.18 klo 05.30.00 ap.,99.325,4.415,100.262,,,,,
1817,01.12.18 klo 05.40.00 ap.,99.322,4.311,100.261,,,,,
1818,01.12.18 klo 05.50.00 ap.,99.338,4.207,100.263,,,,,
1819,01.12.18 klo 06.00.00 ap.,99.341,4.311,100.263,,,,,
1820,01.12.18 klo 06.10.00 ap.,99.360,4.311,100.265,,,,,
1821,01.12.18 klo 06.20.00 ap.,99.354,4.415,100.265,,,,,
1822,01.12.18 klo 06.30.00 ap.,99.391,4.415,100.268,,,,,
1823,01.12.18 klo 06.40.00 ap.,99.341,4.311,100.263,,,,,
1824,01.12.18 klo 06.50.00 ap.,99.338,4.207,100.263,,,,,
1825,01.12.18 klo 07.00.00 ap.,99.317,4.102,100.261,,,,,
1826,01.12.18 klo 07.10.00 ap.,99.389,3.998,100.268,,,,,
1827,01.12.18 klo 07.20.00 ap.,99.330,3.893,100.262,,,,,
1828,01.12.18 klo 07.30.00 ap.,99.374,3.788,100.266,,,,,
1829,01.12.18 klo 07.40.00 ap.,99.412,3.788,100.270,,,,,
1830,01.12.18 klo 07.50.00 ap.,99.418,3.683,100.271,,,,,
1831,01.12.18 klo 08.00.00 ap.,99.421,3.788,100.271,,,,,
1832,01.12.18 klo 08.10.00 ap.,99.421,3.788,100.271,,,,,
1833,01.12.18 klo 08.20.00 ap.,99.402,3.788,100.269,,,,,
1834,01.12.18 klo 08.30.00 ap.,99.430,3.788,100.272,,,,,
1835,01.12.18 klo 08.40.00 ap.,99.452,3.893,100.274,,,,,
1836,01.12.18 klo 08.50.00 ap.,99.452,3.893,100.274,,,,,
1837,01.12.18 klo 09.00.00 ap.,99.480,3.893,100.277,,,,,
1838,01.12.18 klo 09.10.00 ap.,99.436,3.998,100.273,,,,,
1839,01.12.18 klo 09.20.00 ap.,99.455,3.998,100.275,,,,,
1840,01.12.18 klo 09.30.00 ap.,99.477,4.102,100.277,,,,,
1841,01.12.18 klo 09.40.00 ap.,99.496,4.102,100.279,,,,,
1842,01.12.18 klo 09.50.00 ap.,99.489,4.207,100.278,,,,,
1843,01.12.18 klo 10.00.00 ap.,99.473,4.311,100.277,,,,,
1844,01.12.18 klo 10.10.00 ap.,99.495,4.415,100.279,,,,,
1845,01.12.18 klo 10.20.00 ap.,99.498,4.519,100.279,,,,,
1846,01.12.18 klo 10.30.00 ap.,99.501,4.623,100.280,,,,,
1847,01.12.18 klo 10.40.00 ap.,99.504,4.727,100.280,,,,,
1848,01.12.18 klo 10.50.00 ap.,99.535,4.831,100.283,,,,,
1849,01.12.18 klo 11.00.00 ap.,99.510,4.934,100.281,,,,,
1850,01.12.18 klo 11.10.00 ap.,99.541,5.037,100.284,,,,,
1851,01.12.18 klo 11.20.00 ap.,99.506,5.141,100.280,,,,,
1852,01.12.18 klo 11.30.00 ap.,99.537,5.244,100.283,,,,,
1853,01.12.18 klo 11.40.00 ap.,99.549,5.347,100.285,,,,,
1854,01.12.18 klo 11.50.00 ap.,99.581,5.450,100.288,,,,,
1855,01.12.18 klo 12.00.00 ip.,99.593,5.552,100.289,,,,,
1856,01.12.18 klo 12.10.00 ip.,99.549,5.655,100.285,,,,,
1857,01.12.18 klo 12.20.00 ip.,99.558,5.655,100.286,,,,,
1858,01.12.18 klo 12.30.00 ip.,99.570,5.757,100.287,,,,,
1859,01.12.18 klo 12.40.00 ip.,99.542,5.757,100.284,,,,,
1860,01.12.18 klo 12.50.00 ip.,99.507,5.860,100.281,,,,,
1861,01.12.18 klo 01.00.00 ip.,99.557,5.962,100.286,,,,,
1862,01.12.18 klo 01.10.00 ip.,99.541,6.064,100.284,,,,,
1863,01.12.18 klo 01.20.00 ip.,99.560,6.064,100.286,,,,,
1864,01.12.18 klo 01.30.00 ip.,99.575,6.268,100.288,,,,,
1865,01.12.18 klo 01.40.00 ip.,99.626,6.370,100.293,,,,,
1866,01.12.18 klo 01.50.00 ip.,99.647,6.471,100.295,,,,,
1867,01.12.18 klo 02.00.00 ip.,99.594,6.573,100.290,,,,,
1868,01.12.18 klo 02.10.00 ip.,99.584,6.573,100.289,,,,,
1869,01.12.18 klo 02.20.00 ip.,99.615,6.674,100.292,,,,,
1870,01.12.18 klo 02.30.00 ip.,99.599,6.775,100.290,,,,,
1871,01.12.18 klo 02.40.00 ip.,99.631,6.877,100.294,,,,,
1872,01.12.18 klo 02.50.00 ip.,99.634,6.978,100.294,,,,,
1873,01.12.18 klo 03.00.00 ip.,99.655,7.079,100.296,,,,,
1874,01.12.18 klo 03.10.00 ip.,99.655,7.079,100.296,,,,,
1875,01.12.18 klo 03.20.00 ip.,99.652,7.280,100.296,,,,,
1876,01.12.18 klo 03.30.00 ip.,99.604,7.280,100.291,,,,,
1877,01.12.18 klo 03.40.00 ip.,99.626,7.381,100.294,,,,,
1878,01.12.18 klo 03.50.00 ip.,99.648,7.481,100.296,,,,,
1879,01.12.18 klo 04.00.00 ip.,99.635,7.682,100.295,,,,,
1880,01.12.18 klo 04.10.00 ip.,99.619,7.782,100.293,,,,,
1881,01.12.18 klo 04.20.00 ip.,99.603,7.882,100.292,,,,,
1882,01.12.18 klo 04.30.00 ip.,99.625,7.983,100.294,,,,,
1883,01.12.18 klo 04.40.00 ip.,99.625,7.983,100.294,,,,,
1884,01.12.18 klo 04.50.00 ip.,99.618,8.082,100.293,,,,,
1885,01.12.18 klo 05.00.00 ip.,99.630,8.182,100.295,,,,,
1886,01.12.18 klo 05.10.00 ip.,99.614,8.282,100.293,,,,,
1887,01.12.18 klo 05.20.00 ip.,99.630,8.481,100.295,,,,,
1888,01.12.18 klo 05.30.00 ip.,99.604,8.581,100.292,,,,,
1889,01.12.18 klo 05.40.00 ip.,99.617,8.680,100.294,,,,,
1890,01.12.18 klo 05.50.00 ip.,99.619,8.779,100.294,,,,,
1891,01.12.18 klo 06.00.00 ip.,99.619,8.779,100.294,,,,,
1892,01.12.18 klo 06.10.00 ip.,99.601,8.779,100.292,,,,,
1893,01.12.18 klo 06.20.00 ip.,99.610,8.779,100.293,,,,,
1894,01.12.18 klo 06.30.00 ip.,99.629,8.779,100.295,,,,,
1895,01.12.18 klo 06.40.00 ip.,99.601,8.779,100.292,,,,,
1896,01.12.18 klo 06.50.00 ip.,99.610,8.779,100.293,,,,,
1897,01.12.18 klo 07.00.00 ip.,99.626,8.680,100.295,,,,,
1898,01.12.18 klo 07.10.00 ip.,99.623,8.581,100.294,,,,,
1899,01.12.18 klo 07.20.00 ip.,99.604,8.581,100.292,,,,,
1900,01.12.18 klo 07.30.00 ip.,99.611,8.481,100.293,,,,,
1901,01.12.18 klo 07.40.00 ip.,99.611,8.481,100.293,,,,,
1902,01.12.18 klo 07.50.00 ip.,99.608,8.382,100.292,,,,,
1903,01.12.18 klo 08.00.00 ip.,99.598,8.382,100.291,,,,,
1904,01.12.18 klo 08.10.00 ip.,99.598,8.382,100.291,,,,,
1905,01.12.18 klo 08.20.00 ip.,99.598,8.382,100.291,,,,,
1906,01.12.18 klo 08.30.00 ip.,99.580,8.382,100.290,,,,,
1907,01.12.18 klo 08.40.00 ip.,99.577,8.282,100.289,,,,,
1908,01.12.18 klo 08.50.00 ip.,99.583,8.182,100.290,,,,,
1909,01.12.18 klo 09.00.00 ip.,99.561,8.082,100.287,,,,,
1910,01.12.18 klo 09.10.00 ip.,99.561,8.082,100.287,,,,,
1911,01.12.18 klo 09.20.00 ip.,99.568,7.983,100.288,,,,,
1912,01.12.18 klo 09.30.00 ip.,99.562,7.782,100.287,,,,,
1913,01.12.18 klo 09.40.00 ip.,99.578,7.682,100.289,,,,,
1914,01.12.18 klo 09.50.00 ip.,99.588,7.682,100.290,,,,,
1915,01.12.18 klo 10.00.00 ip.,99.585,7.582,100.290,,,,,
1916,01.12.18 klo 10.10.00 ip.,99.572,7.481,100.288,,,,,
1917,01.12.18 klo 10.20.00 ip.,99.560,7.381,100.287,,,,,
1918,01.12.18 klo 10.30.00 ip.,99.548,7.280,100.286,,,,,
1919,01.12.18 klo 10.40.00 ip.,99.535,7.179,100.284,,,,,
1920,01.12.18 klo 10.50.00 ip.,99.523,7.079,100.283,,,,,
1921,01.12.18 klo 11.00.00 ip.,99.520,6.978,100.283,,,,,
1922,01.12.18 klo 11.10.00 ip.,99.508,6.877,100.281,,,,,
1923,01.12.18 klo 11.20.00 ip.,99.489,6.877,100.279,,,,,
1924,01.12.18 klo 11.30.00 ip.,99.486,6.775,100.279,,,,,
1925,01.12.18 klo 11.40.00 ip.,99.474,6.674,100.278,,,,,
1926,01.12.18 klo 11.50.00 ip.,99.459,6.471,100.276,,,,,
1927,01.13.18 klo 12.00.00 ap.,99.475,6.370,100.278,,,,,
1928,01.13.18 klo 12.10.00 ap.,99.453,6.268,100.275,,,,,
1929,01.13.18 klo 12.20.00 ap.,99.443,6.268,100.274,,,,,
1930,01.13.18 klo 12.30.00 ap.,99.422,6.166,100.272,,,,,
1931,01.13.18 klo 12.40.00 ap.,99.428,6.064,100.273,,,,,
1932,01.13.18 klo 12.50.00 ap.,99.409,6.064,100.271,,,,,
1933,01.13.18 klo 01.00.00 ap.,99.416,5.962,100.271,,,,,
1934,01.13.18 klo 01.10.00 ap.,99.413,5.860,100.271,,,,,
1935,01.13.18 klo 01.20.00 ap.,99.391,5.757,100.269,,,,,
1936,01.13.18 klo 01.30.00 ap.,99.401,5.757,100.270,,,,,
1937,01.13.18 klo 01.40.00 ap.,99.369,5.655,100.266,,,,,
1938,01.13.18 klo 01.50.00 ap.,99.376,5.552,100.267,,,,,
1939,01.13.18 klo 02.00.00 ap.,99.373,5.450,100.267,,,,,
1940,01.13.18 klo 02.10.00 ap.,99.373,5.450,100.267,,,,,
1941,01.13.18 klo 02.20.00 ap.,99.389,5.347,100.268,,,,,
1942,01.13.18 klo 02.30.00 ap.,99.380,5.347,100.267,,,,,
1943,01.13.18 klo 02.40.00 ap.,99.380,5.347,100.267,,,,,
1944,01.13.18 klo 02.50.00 ap.,99.358,5.244,100.265,,,,,
1945,01.13.18 klo 03.00.00 ap.,99.383,5.141,100.268,,,,,
1946,01.13.18 klo 03.10.00 ap.,99.343,5.037,100.264,,,,,
1947,01.13.18 klo 03.20.00 ap.,99.415,4.934,100.271,,,,,
1948,01.13.18 klo 03.30.00 ap.,99.353,4.727,100.264,,,,,
1949,01.13.18 klo 03.40.00 ap.,99.350,4.623,100.264,,,,,
1950,01.13.18 klo 03.50.00 ap.,99.385,4.519,100.268,,,,,
1951,01.13.18 klo 04.00.00 ap.,99.382,4.415,100.267,,,,,
1952,01.13.18 klo 04.10.00 ap.,99.369,4.311,100.266,,,,,
1953,01.13.18 klo 04.20.00 ap.,99.388,4.311,100.268,,,,,
1954,01.13.18 klo 04.30.00 ap.,99.348,4.207,100.264,,,,,
1955,01.13.18 klo 04.40.00 ap.,99.385,4.207,100.268,,,,,
1956,01.13.18 klo 04.50.00 ap.,99.357,4.207,100.265,,,,,
1957,01.13.18 klo 05.00.00 ap.,99.373,4.102,100.266,,,,,
1958,01.13.18 klo 05.10.00 ap.,99.354,4.102,100.264,,,,,
1959,01.13.18 klo 05.20.00 ap.,99.354,4.102,100.264,,,,,
1960,01.13.18 klo 05.30.00 ap.,99.383,4.102,100.267,,,,,
1961,01.13.18 klo 05.40.00 ap.,99.326,4.102,100.262,,,,,
1962,01.13.18 klo 05.50.00 ap.,99.332,3.998,100.262,,,,,
1963,01.13.18 klo 06.00.00 ap.,99.330,3.893,100.262,,,,,
1964,01.13.18 klo 06.10.00 ap.,99.330,3.893,100.262,,,,,
1965,01.13.18 klo 06.20.00 ap.,99.311,3.893,100.260,,,,,
1966,01.13.18 klo 06.30.00 ap.,99.301,3.893,100.259,,,,,
1967,01.13.18 klo 06.40.00 ap.,99.280,3.788,100.257,,,,,
1968,01.13.18 klo 06.50.00 ap.,99.270,3.788,100.256,,,,,
1969,01.13.18 klo 07.00.00 ap.,99.270,3.788,100.256,,,,,
1970,01.13.18 klo 07.10.00 ap.,99.261,3.788,100.255,,,,,
1971,01.13.18 klo 07.20.00 ap.,99.270,3.788,100.256,,,,,
1972,01.13.18 klo 07.30.00 ap.,99.270,3.788,100.256,,,,,
1973,01.13.18 klo 07.40.00 ap.,99.232,3.788,100.252,,,,,
1974,01.13.18 klo 07.50.00 ap.,99.242,3.788,100.253,,,,,
1975,01.13.18 klo 08.00.00 ap.,99.232,3.788,100.252,,,,,
1976,01.13.18 klo 08.10.00 ap.,99.232,3.788,100.252,,,,,
1977,01.13.18 klo 08.20.00 ap.,99.185,3.788,100.247,,,,,
1978,01.13.18 klo 08.30.00 ap.,99.204,3.788,100.249,,,,,
1979,01.13.18 klo 08.40.00 ap.,99.204,3.788,100.249,,,,,
1980,01.13.18 klo 08.50.00 ap.,99.198,3.893,100.249,,,,,
1981,01.13.18 klo 09.00.00 ap.,99.160,3.893,100.245,,,,,
1982,01.13.18 klo 09.10.00 ap.,99.182,3.998,100.247,,,,,
1983,01.13.18 klo 09.20.00 ap.,99.150,4.207,100.244,,,,,
1984,01.13.18 klo 09.30.00 ap.,99.140,4.207,100.243,,,,,
1985,01.13.18 klo 09.40.00 ap.,99.171,4.311,100.246,,,,,
1986,01.13.18 klo 09.50.00 ap.,99.137,4.415,100.242,,,,,
1987,01.13.18 klo 10.00.00 ap.,99.130,4.519,100.242,,,,,
1988,01.13.18 klo 10.10.00 ap.,99.111,4.519,100.240,,,,,
1989,01.13.18 klo 10.20.00 ap.,99.140,4.519,100.243,,,,,
1990,01.13.18 klo 10.30.00 ap.,99.152,4.623,100.244,,,,,
1991,01.13.18 klo 10.40.00 ap.,99.136,4.727,100.242,,,,,
1992,01.13.18 klo 10.50.00 ap.,99.126,4.727,100.241,,,,,
1993,01.13.18 klo 11.00.00 ap.,99.110,4.831,100.240,,,,,
1994,01.13.18 klo 11.10.00 ap.,99.110,4.831,100.240,,,,,
1995,01.13.18 klo 11.20.00 ap.,99.104,4.934,100.239,,,,,
1996,01.13.18 klo 11.30.00 ap.,99.126,5.037,100.241,,,,,
1997,01.13.18 klo 11.40.00 ap.,99.116,5.037,100.240,,,,,
1998,01.13.18 klo 11.50.00 ap.,99.129,5.141,100.242,,,,,
1999,01.13.18 klo 12.00.00 ip.,99.084,5.244,100.237,,,,,
2000,01.13.18 klo 12.10.00 ip.,99.097,5.347,100.239,,,,,
2001,01.13.18 klo 12.20.00 ip.,99.071,5.450,100.236,,,,,
2002,01.13.18 klo 12.30.00 ip.,99.005,5.450,100.229,,,,,
2003,01.13.18 klo 12.40.00 ip.,99.067,5.655,100.236,,,,,
2004,01.13.18 klo 12.50.00 ip.,99.017,5.860,100.231,,,,,
2005,01.13.18 klo 01.00.00 ip.,99.041,6.064,100.233,,,,,
2006,01.13.18 klo 01.10.00 ip.,99.025,6.166,100.232,,,,,
2007,01.13.18 klo 01.20.00 ip.,99.040,6.370,100.233,,,,,
2008,01.13.18 klo 01.30.00 ip.,98.984,6.370,100.228,,,,,
2009,01.13.18 klo 01.40.00 ip.,98.996,6.471,100.229,,,,,
2010,01.13.18 klo 01.50.00 ip.,98.949,6.471,100.224,,,,,
2011,01.13.18 klo 02.00.00 ip.,98.961,6.573,100.225,,,,,
2012,01.13.18 klo 02.10.00 ip.,98.990,6.573,100.228,,,,,
2013,01.13.18 klo 02.20.00 ip.,98.955,6.674,100.225,,,,,
2014,01.13.18 klo 02.30.00 ip.,98.920,6.775,100.221,,,,,
2015,01.13.18 klo 02.40.00 ip.,98.920,6.775,100.221,,,,,
2016,01.13.18 klo 02.50.00 ip.,98.892,6.775,100.218,,,,,
2017,01.13.18 klo 03.00.00 ip.,98.882,6.775,100.217,,,,,
2018,01.13.18 klo 03.10.00 ip.,98.913,6.877,100.221,,,,,
2019,01.13.18 klo 03.20.00 ip.,98.894,6.877,100.219,,,,,
2020,01.13.18 klo 03.30.00 ip.,98.831,6.978,100.212,,,,,
2021,01.13.18 klo 03.40.00 ip.,98.831,6.978,100.212,,,,,
2022,01.13.18 klo 03.50.00 ip.,98.831,6.978,100.212,,,,,
2023,01.13.18 klo 04.00.00 ip.,98.791,6.877,100.208,,,,,
2024,01.13.18 klo 04.10.00 ip.,98.809,6.877,100.210,,,,,
2025,01.13.18 klo 04.20.00 ip.,98.807,6.775,100.210,,,,,
2026,01.13.18 klo 04.30.00 ip.,98.794,6.674,100.208,,,,,
2027,01.13.18 klo 04.40.00 ip.,98.785,6.674,100.207,,,,,
2028,01.13.18 klo 04.50.00 ip.,98.773,6.573,100.206,,,,,
2029,01.13.18 klo 05.00.00 ip.,98.751,6.471,100.204,,,,,
2030,01.13.18 klo 05.10.00 ip.,98.760,6.471,100.205,,,,,
2031,01.13.18 klo 05.20.00 ip.,98.795,6.370,100.208,,,,,
