"Plot Title: LAKSHMI"
"#","Date Time, GMT+00:00","Abs Pres, kPa (LGR S/N: 20183678, SEN S/N: 20183678, LBL: PRES)","Temp, °C (LGR S/N: 20183678, SEN S/N: 20183678, LBL: TMP)","Coupler Detached (LGR S/N: 20183678)","Coupler Attached (LGR S/N: 20183678)","Host Connected (LGR S/N: 20183678)","Stopped (LGR S/N: 20183678)","End Of File (LGR S/N: 20183678)"
1692,01.12.20 klo 03.30.00 ap.,105.892,2.943,,,,,
1693,01.12.20 klo 04.00.00 ap.,105.912,2.943,,,,,
1694,01.12.20 klo 04.30.00 ap.,105.912,2.943,,,,,
1695,01.12.20 klo 05.00.00 ap.,105.926,3.049,,,,,
1696,01.12.20 klo 05.30.00 ap.,105.951,3.155,,,,,
1697,01.12.20 klo 06.00.00 ap.,105.959,3.367,,,,,
1698,01.12.20 klo 06.30.00 ap.,105.939,3.578,,,,,
1699,01.12.20 klo 07.00.00 ap.,105.956,3.998,,,,,
1700,01.12.20 klo 07.30.00 ap.,105.948,3.578,,,,,
1701,01.12.20 klo 08.00.00 ap.,105.943,3.683,,,,,
1702,01.12.20 klo 08.30.00 ap.,105.986,3.998,,,,,
1703,01.12.20 klo 09.00.00 ap.,105.982,3.683,,,,,
1704,01.12.20 klo 09.30.00 ap.,106.026,3.788,,,,,
1705,01.12.20 klo 10.00.00 ap.,106.021,3.893,,,,,
1706,01.12.20 klo 10.30.00 ap.,106.039,4.102,,,,,
1707,01.12.20 klo 11.00.00 ap.,106.031,3.893,,,,,
1708,01.12.20 klo 11.30.00 ap.,106.020,4.102,,,,,
1709,01.12.20 klo 12.00.00 ip.,106.029,4.102,,,,,
1710,01.12.20 klo 12.30.00 ip.,106.026,3.788,,,,,
1711,01.12.20 klo 01.00.00 ip.,106.019,3.367,,,,,
1712,01.12.20 klo 01.30.00 ip.,106.028,3.367,,,,,
1713,01.12.20 klo 02.00.00 ip.,106.009,3.367,,,,,
1714,01.12.20 klo 02.30.00 ip.,106.009,3.367,,,,,
1715,01.12.20 klo 03.00.00 ip.,105.999,3.367,,,,,
1716,01.12.20 klo 03.30.00 ip.,106.039,3.155,,,,,
1717,01.12.20 klo 04.00.00 ip.,106.005,3.049,,,,,
1718,01.12.20 klo 04.30.00 ip.,106.015,3.049,,,,,
1719,01.12.20 klo 05.00.00 ip.,106.035,3.049,,,,,
1720,01.12.20 klo 05.30.00 ip.,106.030,2.943,,,,,
1721,01.12.20 klo 06.00.00 ip.,106.070,2.943,,,,,
1722,01.12.20 klo 06.30.00 ip.,106.080,2.943,,,,,
1723,01.12.20 klo 07.00.00 ip.,106.075,2.837,,,,,
1724,01.12.20 klo 07.30.00 ip.,106.095,2.837,,,,,
1725,01.12.20 klo 08.00.00 ip.,106.125,2.837,,,,,
1726,01.12.20 klo 08.30.00 ip.,106.125,2.837,,,,,
1727,01.12.20 klo 09.00.00 ip.,106.134,2.837,,,,,
1728,01.12.20 klo 09.30.00 ip.,106.144,2.837,,,,,
1729,01.12.20 klo 10.00.00 ip.,106.154,2.837,,,,,
1730,01.12.20 klo 10.30.00 ip.,106.154,2.837,,,,,
1731,01.12.20 klo 11.00.00 ip.,106.174,2.837,,,,,
1732,01.12.20 klo 11.30.00 ip.,106.164,2.837,,,,,
1733,01.13.20 klo 12.00.00 ap.,106.174,2.837,,,,,
1734,01.13.20 klo 12.30.00 ap.,106.193,2.837,,,,,
1735,01.13.20 klo 01.00.00 ap.,106.203,2.837,,,,,
1736,01.13.20 klo 01.30.00 ap.,106.193,2.837,,,,,
1737,01.13.20 klo 02.00.00 ap.,106.198,2.943,,,,,
1738,01.13.20 klo 02.30.00 ap.,106.208,2.943,,,,,
1739,01.13.20 klo 03.00.00 ap.,106.237,2.943,,,,,
1740,01.13.20 klo 03.30.00 ap.,106.223,2.837,,,,,
1741,01.13.20 klo 04.00.00 ap.,106.253,2.837,,,,,
1742,01.13.20 klo 04.30.00 ap.,106.262,2.837,,,,,
1743,01.13.20 klo 05.00.00 ap.,106.287,2.943,,,,,
1744,01.13.20 klo 05.30.00 ap.,106.306,2.943,,,,,
1745,01.13.20 klo 06.00.00 ap.,106.321,3.049,,,,,
1746,01.13.20 klo 06.30.00 ap.,106.330,3.049,,,,,
1747,01.13.20 klo 07.00.00 ap.,106.321,3.049,,,,,
1748,01.13.20 klo 07.30.00 ap.,106.321,3.049,,,,,
1749,01.13.20 klo 08.00.00 ap.,106.310,3.261,,,,,
1750,01.13.20 klo 08.30.00 ap.,106.299,3.472,,,,,
1751,01.13.20 klo 09.00.00 ap.,106.298,3.683,,,,,
1752,01.13.20 klo 09.30.00 ap.,106.287,3.893,,,,,
1753,01.13.20 klo 10.00.00 ap.,106.281,3.998,,,,,
1754,01.13.20 klo 10.30.00 ap.,106.281,3.998,,,,,
1755,01.13.20 klo 11.00.00 ap.,106.253,3.788,,,,,
1756,01.13.20 klo 11.30.00 ap.,106.249,3.683,,,,,
1757,01.13.20 klo 12.00.00 ip.,106.209,3.683,,,,,
1758,01.13.20 klo 12.30.00 ip.,106.200,3.472,,,,,
1759,01.13.20 klo 01.00.00 ip.,106.190,3.472,,,,,
1760,01.13.20 klo 01.30.00 ip.,106.136,3.578,,,,,
1761,01.13.20 klo 02.00.00 ip.,106.116,3.578,,,,,
1762,01.13.20 klo 02.30.00 ip.,106.107,3.367,,,,,
1763,01.13.20 klo 03.00.00 ip.,106.103,3.261,,,,,
1764,01.13.20 klo 03.30.00 ip.,106.073,3.261,,,,,
1765,01.13.20 klo 04.00.00 ip.,106.063,3.261,,,,,
1766,01.13.20 klo 04.30.00 ip.,106.029,3.155,,,,,
1767,01.13.20 klo 05.00.00 ip.,106.020,3.155,,,,,
1768,01.13.20 klo 05.30.00 ip.,106.035,3.049,,,,,
1769,01.13.20 klo 06.00.00 ip.,106.030,2.943,,,,,
1770,01.13.20 klo 06.30.00 ip.,106.001,2.943,,,,,
1771,01.13.20 klo 07.00.00 ip.,105.996,2.837,,,,,
1772,01.13.20 klo 07.30.00 ip.,106.026,2.837,,,,,
1773,01.13.20 klo 08.00.00 ip.,106.006,2.837,,,,,
1774,01.13.20 klo 08.30.00 ip.,105.987,2.837,,,,,
1775,01.13.20 klo 09.00.00 ip.,106.006,2.837,,,,,
1776,01.13.20 klo 09.30.00 ip.,105.987,2.837,,,,,
1777,01.13.20 klo 10.00.00 ip.,105.982,2.730,,,,,
1778,01.13.20 klo 10.30.00 ip.,105.953,2.730,,,,,
1779,01.13.20 klo 11.00.00 ip.,105.982,2.730,,,,,
1780,01.13.20 klo 11.30.00 ip.,105.923,2.730,,,,,
1781,01.14.20 klo 12.00.00 ap.,105.913,2.730,,,,,
1782,01.14.20 klo 12.30.00 ap.,105.933,2.730,,,,,
1783,01.14.20 klo 01.00.00 ap.,105.893,2.730,,,,,
1784,01.14.20 klo 01.30.00 ap.,105.908,2.837,,,,,
1785,01.14.20 klo 02.00.00 ap.,105.898,2.837,,,,,
1786,01.14.20 klo 02.30.00 ap.,105.918,2.837,,,,,
1787,01.14.20 klo 03.00.00 ap.,105.937,2.837,,,,,
1788,01.14.20 klo 03.30.00 ap.,105.937,2.837,,,,,
1789,01.14.20 klo 04.00.00 ap.,105.937,2.837,,,,,
1790,01.14.20 klo 04.30.00 ap.,105.952,2.943,,,,,
1791,01.14.20 klo 05.00.00 ap.,105.952,2.943,,,,,
1792,01.14.20 klo 05.30.00 ap.,105.932,2.943,,,,,
1793,01.14.20 klo 06.00.00 ap.,105.942,2.943,,,,,
1794,01.14.20 klo 06.30.00 ap.,105.952,2.943,,,,,
1795,01.14.20 klo 07.00.00 ap.,105.902,2.943,,,,,
1796,01.14.20 klo 07.30.00 ap.,105.863,2.943,,,,,
1797,01.14.20 klo 08.00.00 ap.,105.902,2.943,,,,,
1798,01.14.20 klo 08.30.00 ap.,105.902,2.943,,,,,
1799,01.14.20 klo 09.00.00 ap.,105.897,3.049,,,,,
1800,01.14.20 klo 09.30.00 ap.,105.862,3.155,,,,,
1801,01.14.20 klo 10.00.00 ap.,105.852,3.155,,,,,
1802,01.14.20 klo 10.30.00 ap.,105.817,3.261,,,,,
1803,01.14.20 klo 11.00.00 ap.,105.813,3.155,,,,,
1804,01.14.20 klo 11.30.00 ap.,105.778,3.261,,,,,
1805,01.14.20 klo 12.00.00 ip.,105.793,3.155,,,,,
1806,01.14.20 klo 12.30.00 ip.,105.743,3.367,,,,,
1807,01.14.20 klo 01.00.00 ip.,105.719,3.261,,,,,
1808,01.14.20 klo 01.30.00 ip.,105.689,3.261,,,,,
1809,01.14.20 klo 02.00.00 ip.,105.694,3.155,,,,,
1810,01.14.20 klo 02.30.00 ip.,105.675,3.155,,,,,
1811,01.14.20 klo 03.00.00 ip.,105.704,3.155,,,,,
1812,01.14.20 klo 03.30.00 ip.,105.685,3.155,,,,,
1813,01.14.20 klo 04.00.00 ip.,105.700,3.049,,,,,
1814,01.14.20 klo 04.30.00 ip.,105.660,3.049,,,,,
1815,01.14.20 klo 05.00.00 ip.,105.660,3.049,,,,,
1816,01.14.20 klo 05.30.00 ip.,105.695,2.943,,,,,
1817,01.14.20 klo 06.00.00 ip.,105.686,2.943,,,,,
1818,01.14.20 klo 06.30.00 ip.,105.691,2.837,,,,,
1819,01.14.20 klo 07.00.00 ip.,105.691,2.837,,,,,
1820,01.14.20 klo 07.30.00 ip.,105.701,2.837,,,,,
1821,01.14.20 klo 08.00.00 ip.,105.711,2.837,,,,,
1822,01.14.20 klo 08.30.00 ip.,105.746,2.730,,,,,
1823,01.14.20 klo 09.00.00 ip.,105.775,2.730,,,,,
1824,01.14.20 klo 09.30.00 ip.,105.775,2.730,,,,,
1825,01.14.20 klo 10.00.00 ip.,105.756,2.730,,,,,
1826,01.14.20 klo 10.30.00 ip.,105.775,2.730,,,,,
1827,01.14.20 klo 11.00.00 ip.,105.785,2.730,,,,,
1828,01.14.20 klo 11.30.00 ip.,105.765,2.730,,,,,
1829,01.15.20 klo 12.00.00 ap.,105.795,2.730,,,,,
1830,01.15.20 klo 12.30.00 ap.,105.825,2.730,,,,,
1831,01.15.20 klo 01.00.00 ap.,105.805,2.730,,,,,
1832,01.15.20 klo 01.30.00 ap.,105.815,2.730,,,,,
1833,01.15.20 klo 02.00.00 ap.,105.805,2.730,,,,,
1834,01.15.20 klo 02.30.00 ap.,105.805,2.730,,,,,
1835,01.15.20 klo 03.00.00 ap.,105.805,2.730,,,,,
1836,01.15.20 klo 03.30.00 ap.,105.864,2.730,,,,,
1837,01.15.20 klo 04.00.00 ap.,105.859,2.837,,,,,
1838,01.15.20 klo 04.30.00 ap.,105.888,2.837,,,,,
1839,01.15.20 klo 05.00.00 ap.,105.859,2.837,,,,,
1840,01.15.20 klo 05.30.00 ap.,105.868,2.837,,,,,
1841,01.15.20 klo 06.00.00 ap.,105.873,2.943,,,,,
1842,01.15.20 klo 06.30.00 ap.,105.902,2.943,,,,,
1843,01.15.20 klo 07.00.00 ap.,105.902,2.943,,,,,
1844,01.15.20 klo 07.30.00 ap.,105.892,2.943,,,,,
1845,01.15.20 klo 08.00.00 ap.,105.873,2.943,,,,,
1846,01.15.20 klo 08.30.00 ap.,105.917,3.049,,,,,
1847,01.15.20 klo 09.00.00 ap.,105.877,3.049,,,,,
1848,01.15.20 klo 09.30.00 ap.,105.867,3.049,,,,,
1849,01.15.20 klo 10.00.00 ap.,105.875,3.472,,,,,
1850,01.15.20 klo 10.30.00 ap.,105.861,3.367,,,,,
1851,01.15.20 klo 11.00.00 ap.,105.896,3.261,,,,,
1852,01.15.20 klo 11.30.00 ap.,105.901,3.155,,,,,
1853,01.15.20 klo 12.00.00 ip.,105.901,3.155,,,,,
1854,01.15.20 klo 12.30.00 ip.,105.911,3.155,,,,,
1855,01.15.20 klo 01.00.00 ip.,105.901,3.155,,,,,
1856,01.15.20 klo 01.30.00 ip.,105.871,3.367,,,,,
1857,01.15.20 klo 02.00.00 ip.,105.882,3.155,,,,,
1858,01.15.20 klo 02.30.00 ip.,105.867,3.049,,,,,
1859,01.15.20 klo 03.00.00 ip.,105.883,2.943,,,,,
1860,01.15.20 klo 03.30.00 ip.,105.922,2.943,,,,,
1861,01.15.20 klo 04.00.00 ip.,105.942,2.943,,,,,
1862,01.15.20 klo 04.30.00 ip.,105.908,2.837,,,,,
1863,01.15.20 klo 05.00.00 ip.,105.908,2.837,,,,,
1864,01.15.20 klo 05.30.00 ip.,105.888,2.837,,,,,
1865,01.15.20 klo 06.00.00 ip.,105.888,2.837,,,,,
1866,01.15.20 klo 06.30.00 ip.,105.893,2.730,,,,,
1867,01.15.20 klo 07.00.00 ip.,105.893,2.730,,,,,
1868,01.15.20 klo 07.30.00 ip.,105.903,2.730,,,,,
1869,01.15.20 klo 08.00.00 ip.,105.919,2.624,,,,,
1870,01.15.20 klo 08.30.00 ip.,105.909,2.624,,,,,
1871,01.15.20 klo 09.00.00 ip.,105.899,2.624,,,,,
1872,01.15.20 klo 09.30.00 ip.,105.919,2.624,,,,,
1873,01.15.20 klo 10.00.00 ip.,105.919,2.624,,,,,
1874,01.15.20 klo 10.30.00 ip.,105.928,2.624,,,,,
1875,01.15.20 klo 11.00.00 ip.,105.899,2.624,,,,,
1876,01.15.20 klo 11.30.00 ip.,105.899,2.624,,,,,
1877,01.16.20 klo 12.00.00 ap.,105.899,2.624,,,,,
1878,01.16.20 klo 12.30.00 ap.,105.889,2.624,,,,,
1879,01.16.20 klo 01.00.00 ap.,105.859,2.624,,,,,
1880,01.16.20 klo 01.30.00 ap.,105.919,2.624,,,,,
1881,01.16.20 klo 02.00.00 ap.,105.889,2.624,,,,,
1882,01.16.20 klo 02.30.00 ap.,105.919,2.624,,,,,
1883,01.16.20 klo 03.00.00 ap.,105.938,2.624,,,,,
1884,01.16.20 klo 03.30.00 ap.,105.928,2.624,,,,,
1885,01.16.20 klo 04.00.00 ap.,105.962,2.730,,,,,
1886,01.16.20 klo 04.30.00 ap.,105.972,2.730,,,,,
1887,01.16.20 klo 05.00.00 ap.,105.972,2.730,,,,,
1888,01.16.20 klo 05.30.00 ap.,105.982,2.730,,,,,
1889,01.16.20 klo 06.00.00 ap.,105.953,2.730,,,,,
1890,01.16.20 klo 06.30.00 ap.,105.947,2.837,,,,,
1891,01.16.20 klo 07.00.00 ap.,105.982,2.730,,,,,
1892,01.16.20 klo 07.30.00 ap.,105.992,2.730,,,,,
1893,01.16.20 klo 08.00.00 ap.,106.016,2.837,,,,,
1894,01.16.20 klo 08.30.00 ap.,106.001,2.943,,,,,
1895,01.16.20 klo 09.00.00 ap.,106.021,2.943,,,,,
1896,01.16.20 klo 09.30.00 ap.,106.030,2.943,,,,,
1897,01.16.20 klo 10.00.00 ap.,106.030,2.943,,,,,
1898,01.16.20 klo 10.30.00 ap.,106.060,2.943,,,,,
1899,01.16.20 klo 11.00.00 ap.,106.030,2.943,,,,,
1900,01.16.20 klo 11.30.00 ap.,106.064,3.049,,,,,
1901,01.16.20 klo 12.00.00 ip.,106.045,3.049,,,,,
1902,01.16.20 klo 12.30.00 ip.,106.064,3.049,,,,,
1903,01.16.20 klo 01.00.00 ip.,106.049,3.155,,,,,
1904,01.16.20 klo 01.30.00 ip.,106.073,3.261,,,,,
1905,01.16.20 klo 02.00.00 ip.,106.049,3.155,,,,,
1906,01.16.20 klo 02.30.00 ip.,106.080,2.943,,,,,
1907,01.16.20 klo 03.00.00 ip.,106.064,3.049,,,,,
1908,01.16.20 klo 03.30.00 ip.,106.064,3.049,,,,,
1909,01.16.20 klo 04.00.00 ip.,106.056,2.837,,,,,
1910,01.16.20 klo 04.30.00 ip.,106.051,2.730,,,,,
1911,01.16.20 klo 05.00.00 ip.,106.061,2.730,,,,,
1912,01.16.20 klo 05.30.00 ip.,106.071,2.730,,,,,
1913,01.16.20 klo 06.00.00 ip.,106.091,2.730,,,,,
1914,01.16.20 klo 06.30.00 ip.,106.081,2.730,,,,,
1915,01.16.20 klo 07.00.00 ip.,106.076,2.624,,,,,
1916,01.16.20 klo 07.30.00 ip.,106.096,2.624,,,,,
1917,01.16.20 klo 08.00.00 ip.,106.116,2.624,,,,,
1918,01.16.20 klo 08.30.00 ip.,106.135,2.624,,,,,
1919,01.16.20 klo 09.00.00 ip.,106.116,2.624,,,,,
1920,01.16.20 klo 09.30.00 ip.,106.135,2.624,,,,,
1921,01.16.20 klo 10.00.00 ip.,106.135,2.624,,,,,
1922,01.16.20 klo 10.30.00 ip.,106.165,2.624,,,,,
1923,01.16.20 klo 11.00.00 ip.,106.135,2.624,,,,,
1924,01.16.20 klo 11.30.00 ip.,106.175,2.624,,,,,
1925,01.17.20 klo 12.00.00 ap.,106.155,2.624,,,,,
1926,01.17.20 klo 12.30.00 ap.,106.175,2.624,,,,,
1927,01.17.20 klo 01.00.00 ap.,106.194,2.624,,,,,
1928,01.17.20 klo 01.30.00 ap.,106.185,2.624,,,,,
1929,01.17.20 klo 02.00.00 ap.,106.194,2.624,,,,,
1930,01.17.20 klo 02.30.00 ap.,106.224,2.624,,,,,
1931,01.17.20 klo 03.00.00 ap.,106.254,2.624,,,,,
1932,01.17.20 klo 03.30.00 ap.,106.248,2.730,,,,,
1933,01.17.20 klo 04.00.00 ap.,106.238,2.730,,,,,
1934,01.17.20 klo 04.30.00 ap.,106.228,2.730,,,,,
1935,01.17.20 klo 05.00.00 ap.,106.219,2.730,,,,,
1936,01.17.20 klo 05.30.00 ap.,106.243,2.837,,,,,
1937,01.17.20 klo 06.00.00 ap.,106.261,3.049,,,,,
1938,01.17.20 klo 06.30.00 ap.,106.276,3.155,,,,,
1939,01.17.20 klo 07.00.00 ap.,106.305,3.155,,,,,
1940,01.17.20 klo 07.30.00 ap.,106.334,3.367,,,,,
1941,01.17.20 klo 08.00.00 ap.,106.371,3.788,,,,,
1942,01.17.20 klo 08.30.00 ap.,106.357,3.683,,,,,
1943,01.17.20 klo 09.00.00 ap.,106.353,3.578,,,,,
1944,01.17.20 klo 09.30.00 ap.,106.353,3.578,,,,,
1945,01.17.20 klo 10.00.00 ap.,106.392,3.578,,,,,
1946,01.17.20 klo 10.30.00 ap.,106.415,3.893,,,,,
1947,01.17.20 klo 11.00.00 ap.,106.434,4.102,,,,,
1948,01.17.20 klo 11.30.00 ap.,106.438,4.207,,,,,
1949,01.17.20 klo 12.00.00 ip.,106.468,4.207,,,,,
1950,01.17.20 klo 12.30.00 ip.,106.479,3.998,,,,,
1951,01.17.20 klo 01.00.00 ip.,106.499,3.788,,,,,
1952,01.17.20 klo 01.30.00 ip.,106.501,3.367,,,,,
1953,01.17.20 klo 02.00.00 ip.,106.531,3.367,,,,,
1954,01.17.20 klo 02.30.00 ip.,106.556,3.261,,,,,
1955,01.17.20 klo 03.00.00 ip.,106.554,3.683,,,,,
1956,01.17.20 klo 03.30.00 ip.,106.563,3.893,,,,,
1957,01.17.20 klo 04.00.00 ip.,106.583,3.893,,,,,
1958,01.17.20 klo 04.30.00 ip.,106.609,3.578,,,,,
1959,01.17.20 klo 05.00.00 ip.,106.614,3.472,,,,,
1960,01.17.20 klo 05.30.00 ip.,106.625,3.261,,,,,
1961,01.17.20 klo 06.00.00 ip.,106.646,3.049,,,,,
1962,01.17.20 klo 06.30.00 ip.,106.651,2.943,,,,,
1963,01.17.20 klo 07.00.00 ip.,106.681,2.943,,,,,
1964,01.17.20 klo 07.30.00 ip.,106.710,2.943,,,,,
1965,01.17.20 klo 08.00.00 ip.,106.710,2.943,,,,,
1966,01.17.20 klo 08.30.00 ip.,106.730,2.943,,,,,
1967,01.17.20 klo 09.00.00 ip.,106.740,2.943,,,,,
1968,01.17.20 klo 09.30.00 ip.,106.746,2.624,,,,,
1969,01.17.20 klo 10.00.00 ip.,106.762,2.517,,,,,
1970,01.17.20 klo 10.30.00 ip.,106.777,2.410,,,,,
1971,01.17.20 klo 11.00.00 ip.,106.787,2.410,,,,,
1972,01.17.20 klo 11.30.00 ip.,106.812,2.303,,,,,
1973,01.18.20 klo 12.00.00 ap.,106.851,2.303,,,,,
1974,01.18.20 klo 12.30.00 ap.,106.861,2.303,,,,,
1975,01.18.20 klo 01.00.00 ap.,106.875,2.410,,,,,
1976,01.18.20 klo 01.30.00 ap.,106.870,2.517,,,,,
1977,01.18.20 klo 02.00.00 ap.,106.840,2.517,,,,,
1978,01.18.20 klo 02.30.00 ap.,106.840,2.517,,,,,
1979,01.18.20 klo 03.00.00 ap.,106.924,2.624,,,,,
1980,01.18.20 klo 03.30.00 ap.,106.943,2.624,,,,,
1981,01.18.20 klo 04.00.00 ap.,106.997,2.730,,,,,
1982,01.18.20 klo 04.30.00 ap.,106.968,2.730,,,,,
1983,01.18.20 klo 05.00.00 ap.,106.972,2.837,,,,,
1984,01.18.20 klo 05.30.00 ap.,106.912,3.049,,,,,
1985,01.18.20 klo 06.00.00 ap.,106.901,3.261,,,,,
1986,01.18.20 klo 06.30.00 ap.,106.916,3.155,,,,,
1987,01.18.20 klo 07.00.00 ap.,106.931,3.261,,,,,
1988,01.18.20 klo 07.30.00 ap.,106.911,3.261,,,,,
1989,01.18.20 klo 08.00.00 ap.,106.925,3.367,,,,,
1990,01.18.20 klo 08.30.00 ap.,106.940,3.472,,,,,
1991,01.18.20 klo 09.00.00 ap.,106.960,3.261,,,,,
1992,01.18.20 klo 09.30.00 ap.,106.955,3.367,,,,,
1993,01.18.20 klo 10.00.00 ap.,106.974,3.578,,,,,
1994,01.18.20 klo 10.30.00 ap.,106.979,3.472,,,,,
1995,01.18.20 klo 11.00.00 ap.,107.004,3.367,,,,,
1996,01.18.20 klo 11.30.00 ap.,106.955,3.367,,,,,
1997,01.18.20 klo 12.00.00 ip.,106.946,3.155,,,,,
1998,01.18.20 klo 12.30.00 ip.,106.922,3.049,,,,,
1999,01.18.20 klo 01.00.00 ip.,106.873,3.049,,,,,
2000,01.18.20 klo 01.30.00 ip.,106.853,3.049,,,,,
2001,01.18.20 klo 02.00.00 ip.,106.799,2.943,,,,,
2002,01.18.20 klo 02.30.00 ip.,106.789,2.943,,,,,
2003,01.18.20 klo 03.00.00 ip.,106.779,2.943,,,,,
2004,01.18.20 klo 03.30.00 ip.,106.795,2.837,,,,,
2005,01.18.20 klo 04.00.00 ip.,106.785,2.837,,,,,
2006,01.18.20 klo 04.30.00 ip.,106.805,2.837,,,,,
2007,01.18.20 klo 05.00.00 ip.,106.824,2.837,,,,,
2008,01.18.20 klo 05.30.00 ip.,106.755,2.837,,,,,
2009,01.18.20 klo 06.00.00 ip.,106.692,2.730,,,,,
2010,01.18.20 klo 06.30.00 ip.,106.672,2.730,,,,,
2011,01.18.20 klo 07.00.00 ip.,106.682,2.730,,,,,
2012,01.18.20 klo 07.30.00 ip.,106.662,2.730,,,,,
2013,01.18.20 klo 08.00.00 ip.,106.711,2.730,,,,,
2014,01.18.20 klo 08.30.00 ip.,106.672,2.730,,,,,
2015,01.18.20 klo 09.00.00 ip.,106.667,2.624,,,,,
2016,01.18.20 klo 09.30.00 ip.,106.628,2.624,,,,,
2017,01.18.20 klo 10.00.00 ip.,106.589,2.624,,,,,
2018,01.18.20 klo 10.30.00 ip.,106.520,2.624,,,,,
2019,01.18.20 klo 11.00.00 ip.,106.500,2.624,,,,,
2020,01.18.20 klo 11.30.00 ip.,106.470,2.624,,,,,
2021,01.19.20 klo 12.00.00 ap.,106.480,2.624,,,,,
2022,01.19.20 klo 12.30.00 ap.,106.421,2.624,,,,,
2023,01.19.20 klo 01.00.00 ap.,106.392,2.624,,,,,
2024,01.19.20 klo 01.30.00 ap.,106.352,2.624,,,,,
2025,01.19.20 klo 02.00.00 ap.,106.323,2.624,,,,,
2026,01.19.20 klo 02.30.00 ap.,106.332,2.624,,,,,
2027,01.19.20 klo 03.00.00 ap.,106.342,2.624,,,,,
2028,01.19.20 klo 03.30.00 ap.,106.332,2.624,,,,,
2029,01.19.20 klo 04.00.00 ap.,106.318,2.517,,,,,
2030,01.19.20 klo 04.30.00 ap.,106.338,2.517,,,,,
2031,01.19.20 klo 05.00.00 ap.,106.318,2.517,,,,,
2032,01.19.20 klo 05.30.00 ap.,106.362,2.624,,,,,
2033,01.19.20 klo 06.00.00 ap.,106.332,2.624,,,,,
2034,01.19.20 klo 06.30.00 ap.,106.313,2.624,,,,,
2035,01.19.20 klo 07.00.00 ap.,106.303,2.624,,,,,
2036,01.19.20 klo 07.30.00 ap.,106.273,2.624,,,,,
2037,01.19.20 klo 08.00.00 ap.,106.263,2.624,,,,,
2038,01.19.20 klo 08.30.00 ap.,106.234,2.624,,,,,
2039,01.19.20 klo 09.00.00 ap.,106.214,2.624,,,,,
2040,01.19.20 klo 09.30.00 ap.,106.283,2.624,,,,,
2041,01.19.20 klo 10.00.00 ap.,106.313,2.624,,,,,
2042,01.19.20 klo 10.30.00 ap.,106.303,2.624,,,,,
2043,01.19.20 klo 11.00.00 ap.,106.323,2.624,,,,,
2044,01.19.20 klo 11.30.00 ap.,106.283,2.624,,,,,
2045,01.19.20 klo 12.00.00 ip.,106.308,2.517,,,,,
2046,01.19.20 klo 12.30.00 ip.,106.308,2.517,,,,,
2047,01.19.20 klo 01.00.00 ip.,106.298,2.517,,,,,
2048,01.19.20 klo 01.30.00 ip.,106.279,2.517,,,,,
2049,01.19.20 klo 02.00.00 ip.,106.289,2.517,,,,,
2050,01.19.20 klo 02.30.00 ip.,106.259,2.517,,,,,
2051,01.19.20 klo 03.00.00 ip.,106.289,2.517,,,,,
2052,01.19.20 klo 03.30.00 ip.,106.289,2.517,,,,,
2053,01.19.20 klo 04.00.00 ip.,106.249,2.517,,,,,
2054,01.19.20 klo 04.30.00 ip.,106.294,2.410,,,,,
2055,01.19.20 klo 05.00.00 ip.,106.245,2.410,,,,,
2056,01.19.20 klo 05.30.00 ip.,106.323,2.410,,,,,
2057,01.19.20 klo 06.00.00 ip.,106.323,2.410,,,,,
2058,01.19.20 klo 06.30.00 ip.,106.343,2.410,,,,,
2059,01.19.20 klo 07.00.00 ip.,106.343,2.410,,,,,
2060,01.19.20 klo 07.30.00 ip.,106.392,2.410,,,,,
2061,01.19.20 klo 08.00.00 ip.,106.392,2.410,,,,,
2062,01.19.20 klo 08.30.00 ip.,106.412,2.410,,,,,
2063,01.19.20 klo 09.00.00 ip.,106.402,2.410,,,,,
2064,01.19.20 klo 09.30.00 ip.,106.418,2.303,,,,,
2065,01.19.20 klo 10.00.00 ip.,106.471,2.410,,,,,
2066,01.19.20 klo 10.30.00 ip.,106.461,2.410,,,,,
2067,01.19.20 klo 11.00.00 ip.,106.467,2.303,,,,,
2068,01.19.20 klo 11.30.00 ip.,106.486,2.303,,,,,
2069,01.20.20 klo 12.00.00 ap.,106.516,2.303,,,,,
2070,01.20.20 klo 12.30.00 ap.,106.521,2.410,,,,,
2071,01.20.20 klo 01.00.00 ap.,106.521,2.410,,,,,
2072,01.20.20 klo 01.30.00 ap.,106.530,2.410,,,,,
2073,01.20.20 klo 02.00.00 ap.,106.530,2.410,,,,,
2074,01.20.20 klo 02.30.00 ap.,106.540,2.410,,,,,
2075,01.20.20 klo 03.00.00 ap.,106.570,2.410,,,,,
2076,01.20.20 klo 03.30.00 ap.,106.570,2.410,,,,,
2077,01.20.20 klo 04.00.00 ap.,106.604,2.517,,,,,
2078,01.20.20 klo 04.30.00 ap.,106.604,2.517,,,,,
2079,01.20.20 klo 05.00.00 ap.,106.642,2.730,,,,,
2080,01.20.20 klo 05.30.00 ap.,106.671,2.943,,,,,
2081,01.20.20 klo 06.00.00 ap.,106.670,3.155,,,,,
2082,01.20.20 klo 06.30.00 ap.,106.674,3.261,,,,,
2083,01.20.20 klo 07.00.00 ap.,106.673,3.472,,,,,
2084,01.20.20 klo 07.30.00 ap.,106.698,3.578,,,,,
